,id,name,space,host_name,host_since,host_acceptance_rate,host_identity_verified,street,zipcode,latitude,longitude,review_scores_rating,room_type,accommodates,price
1325,27486807,South Asheville Serenity,No Pets Allowed,Charles,2018-08-03,100%,f,"Asheville, NC, United States",28803.0,35.485859999999995,-82.51593000000001,99.0,Entire home/apt,10,$225.00
1326,27503824,A dude and his dog,"This one bed one bath house which is about 700 sqft of space. We have a very large open room living room with large kitchen. The bed is a king sized bed. We have a little green space on either side of the house, as well as the backyard. Or, hang out on the front porch on those cool crisp evenings this fall.",Tony,2016-04-26,,t,"Asheville, NC, United States",28806.0,35.58648,-82.60015,100.0,Entire home/apt,2,$95.00
1327,27538204,Comfy King & Queen Suite near Grove Park & Parkway,"Welcome, y’all!  We have a spacious suite with two connected bedrooms, a private entrance and private bath. One room has a king bed and the other is a queen. You will essentially have your own floor! Each room sleeps up to 2 with plenty of space for your things. Wifi, comfy memory foam mattresses, and eco-friendly cleaning products are used. There is a mini fridge, microwave, coffee and hot water maker for your convenience. We have a tv in the king room with a few channels and hdmi cable for you to plug your device into as well. Enjoy the peaceful setting and open space inside, or sit in the backyard near the bamboo forest and small creek.  We like a beautiful and restful space when we come home, so we designed it that way for you too. The home is unique because while it is simply furnished, it is comfortable, clean, and a happy place to be.  My husband, child and I live upstairs and we are happy to meet you and/or help out in any way(!) but also respect your privacy. You likely won’t ",Molly Rose,2011-01-18,98%,t,"Asheville, NC, United States",28804.0,35.63812,-82.53995,99.0,Private room,4,$65.00
1328,27548960,Asheville 4 bedroom house w large yard,"You will have access to the entire first and second level of the house, two car garage, front porch and deck with grill. The house is furnished very comfortably with lots of space to relax by the fireplace.  ** The fourth upstairs bedroom has two single beds and a queen futon. This bedroom  shares a bathroom on main level with two bedrooms. The second bathroom is in the master bedroom.",Carole & Brian,2013-06-10,97%,t,"Asheville, NC, United States",28806.0,35.62122,-82.64506,98.0,Entire home/apt,9,$325.00
1329,27562061,Poplar House,"All the bedrooms have firm quality mattresses surrounded by soundproof insulation in walls, ensuring complete comfort, quiet and tranquility. All the other amenities you need to feel at home are here, including high definition flat screen TV, wireless internet access, laundry machines (washer and dryer) and air conditioning/heating for maximum comfort. Nestled amidst well-maintained gardens and shaded by old growth oak and poplar trees, you'll immediately find yourself at ease in this serene setting. The high elevation (3000’) and wooded setting allows for cool summer weather.  Look forward to taking in the dazzling scenery while you unwind on two private patios and shaded sitting area with a refreshing beverage in-hand.  This home is filled with original artwork and handcrafted furniture by local artist. When you stay at this exceptional dwelling, you'll be ideally situated to explore everything the area has to offer. 'Poplar House' is just 10 minutes from downtown Asheville, where yo",John,2016-12-29,50%,f,"Asheville, NC, United States",28803.0,35.52813,-82.48199,97.0,Entire home/apt,6,$250.00
1330,27566298,Welcome to Asheville! Private room #1,"You are booking into Tamara's and Sergey's multi share home. Tamara has  2 private rooms listed on airbnb and the rooms are next to each other and share 1 bathroom with bnb only. The space is one of peaceful, quiet and thoughtful design.  You will feel it as soon as you walk in. Your room  includes a Queen size bed, dresser with amenities also you get consistent free wifi.  + Brochures and amazing recommendations are available.   Next The shared bathroom features amazing jaccuzzi and the spacious couple sinks. Towels are provided as well as daily essentials for those that may have forgotten or didn't want to carry that extra luggage it is all free to use for our guests.  Guests will receive 2 keys. One key is from the home entrance, and a key to the private bedroom. Tamara isn't always available to greet. Guest will self check in with lockbox. Instructions step by step will be provided.   For any questions.. please don't hesitate to ask. We are always available and happy to assist our ",Tamara & Sergey,2018-07-21,100%,f,"Asheville, NC, United States",28806.0,35.60365,-82.61092,98.0,Private room,2,$49.00
1331,27583238,Magic mountain new west Asheville chalet,"Sleeps up to 14 people. There are three king beds, four twin beds set up in bunk bed fashion, one pull out full-size couch and one inflatable queen size air bed. Golden slumbers ensured with top of the line Saatva mattresses in each bed. Unique headboards are from Desert Metal Design. Wood finishes from local NC hardwoods.   There are three large screen smart Tv's with Netflix , DirecTV, HBO and an audiophile grade stereo. Contemporary art on each floor from notable artists including Gabriel Lehman and Claudio Luchina. Board games , an Xbox,  a table tennis table and a foos ball table , workout equipment along with an Apple home pod for portable music. Good books , games , puzzles , great seating - you may not want to leave home!",Tom,2014-09-23,100%,t,"Asheville , NC, United States",28806.0,35.56811,-82.5678,98.0,Entire home/apt,14,$500.00
1332,27625446,Asheville contemporary 3 bedroom/2 bath apartment,"Our guest apartment is in a quiet, pastoral,  residential neighborhood and a 15 minute drive to all that downtown Asheville has to offer. You will love catching the sun on the expansive outdoor patio and the pastoral mountain view.",Carole & Brian,2013-06-10,97%,t,"Asheville, NC, United States",28806.0,35.618140000000004,-82.6458,95.0,Entire home/apt,6,$285.00
1333,27645716,Asheville's Townview Retreat!,All amenities included for a comfortable stay.,Matt,2018-08-10,100%,f,"Asheville, NC, United States",28806.0,35.591570000000004,-82.58484,98.0,Private room,2,$97.00
1334,27675156,"Cute house: Walk to Downtown, River Arts, Mission","This charming and comfortable house is in an ideal location to get the best of Asheville. The pretty, BoHo living room seats 6 for conversation and gazing at the bird feeders on the porch.  The master bedroom has a comfortable, inviting queen-sized bed and a half-bath.  The middle bedroom also has a closet and is currently set up as an office, but can easily be changed to a bedroom instead. The smallest bedroom is ideal for child's room if desired. It's currently set up as a super spacious walk-in closet.   There's a small, but fully-equipped kitchen including dishwasher, dinnerware, cookware, blender, mixer, microwave, toaster-oven.    We are an easy walk or bike to the River Arts District (less than 1/2 mile) and Downtown (1/2 mile to Southslope, then another few blocks to Pritchard Park).  It's downhill all the way home from downtown :)  It’s a 5 minute walk to Mission Hospital. You can bike to West Asheville (less than 2 miles) or UNCA (about 3 miles). We're also really close to Bi",Michelle,2012-09-12,100%,t,"Asheville, NC, United States",28801.0,35.581309999999995,-82.5574,100.0,Entire home/apt,4,$106.00
1335,27689813,Clean & Spacious Retreat Near Downtown & Parkway,"Located in East Asheville just 10 minutes from Downtown, and a couple minutes from the Blue Ridge Parkway.",Angela,2013-11-16,100%,f,"Asheville, NC, United States",28803.0,35.54903,-82.48068,99.0,Entire home/apt,8,$206.00
1336,27690175,Derick’s house and art studio.,Derick’s house is located just 1 mile from I-26 and 8 minutes from I-40. 2 miles from down town Asheville and 4 miles to the Biltmore Estate. Waterfalls and hiking trails are abundant in the area with the Blue Ridge Parkway just 4 miles drive. There are numerous coffee shops and restaurants in the local area. West Asheville art district has become a favorite place for gallery and studio strolls.,Derick,2016-09-06,99%,f,"Asheville, NC, United States",28804.0,35.62989,-82.55414,99.0,Private room,2,$57.00
1337,27699328,Grove Park Bungalow,,Lynette,2016-07-25,100%,f,"Asheville, NC, United States",28804.0,35.613459999999996,-82.53983000000001,100.0,Entire home/apt,8,$134.00
1338,27723015,Beautiful NC Mountain and French Broad River View,"Movie theater, bar, man cave on fully finished basement.  Kitchen with 2 ovens, ice maker, and island to prepare your most delicious dishes.",Rickey,2018-06-18,100%,f,"Arden, NC, United States",28704.0,35.47678,-82.55964,100.0,Entire home/apt,8,$300.00
1339,27759123,Malvern Phoenix - Walkable West Asheville,"Because this is a basement apartment, please expect to hear the pitter-patter of little feet, animals, and grownups above you (even though we have added super soundproofing) you can definitely hear voices and movement upstairs.  We are up at 6:00 am and usually quiet by 10 pm.  Well-behaved dogs are welcome.   We have a private driveway, so you don't have to struggle with parking.  Also, a fenced in back yard with a fire pit.",Laura,2018-01-11,100%,f,"Asheville, NC, United States",28806.0,35.57615,-82.60846,99.0,Entire home/apt,4,$93.00
1340,27770787,"Modern, simple and comfortable home",It may seem like there are amenities in the neighborhood but those amenities are not accessible to guests.,Jackie,2016-07-26,,t,"Asheville, NC, United States",28806.0,35.53248,-82.60859,100.0,Entire home/apt,5,$130.00
1341,27779063,"Super clean home with expansive yard, fire pit","We are located close to the highway and a 10-minute drive to West Asheville or 15 minutes to downtown. The house is one level and has decks to enjoy on the front and back of the house. The kitchen is fully stocked with healthy cookware and a dishwasher. Netflix and Hulu are available on the TV, while the stereo system reaches not just the living and kitchen areas, but also the back and front decks and fire pit outside. Bedroom one has an air filter and there are numerous filtration systems on the water to remove most contaminants and flouride. There can be toys and books available if you have children, and we have a child-sized air mattress that could potentially provide sleeping space for an additional child. Please reach out if you have any questions.",Beth,2014-01-11,,t,"Candler, NC, United States",28715.0,35.5659,-82.65499,100.0,Entire home/apt,3,$95.00
1342,27827166,Updated Arden Home ~12 Miles to Downtown Asheville,"Master Bedroom: Queen Bed | Bedroom 2: Full Bed | Bedroom 3: 2 Twin Beds  Conveniently located and loaded with all the amenities you could need, this home has it all! Just minutes from Asheville's top attractions, you're sure to enjoy making this property your home-away-from-home.  Spread out and settle in throughout the 1,800-square-foot interior, where sleek hardwood floors guide you from one well-appointed living space to the next. The living room is the perfect space to sit back and relax, complete with an impressive fireplace, a flat-screen cable TV, and comfortable furnishings.  Enjoy home-cooked meals and happy hour with close family and old friends. This beautiful kitchen boasts a stunning custom stove hood, stainless steel appliances and plenty of counter space.  After days spent seeing the scenic Blue Ridge Parkway or exploring the Biltmore Estate, choose from one of 3 private bedrooms to rest in. Each bedroom is outfitted with comfortable mattresses and fresh linens, while e",Evolve,2017-09-20,99%,f,"Arden, NC, United States",28704.0,35.47156,-82.5116,88.0,Entire home/apt,6,$284.00
1343,27853519,Welcome to Asheville! Private room #2,The room is one of the peaceful  and and thoughtful design.  You will feel it as soon as you walk in.   Features  the Queen size bed for two. Keurig coffee and microwave and consistent free wifi Next. In the bathroom you will find daily essentials for those that may have forgotten or didn't want to carry that extra luggage  free to use for the guests.,Tamara & Sergey,2018-07-21,100%,f,"Asheville, NC, United States",28806.0,35.603590000000004,-82.61233,99.0,Private room,2,$43.00
1344,27871087,Biltmore Bed & Breakfast - Thomas Wolfe Room,Stay in our historic Tutor Revival home on almost an acre estate in the heart of Asheville and just a stone throw from the Biltmore Estate entrance. Formally a registered bed and breakfast for several decades; current owners offer home-stays in two upstairs ensuites with a complementary continental breakfast in the upstairs breakfast room.  Owner obtained Superhost status in 2016 and 2017 managing two Airbnbs: one overlooking California’s rugged southern coastline and another on a 40’ yacht. Expect pleasant surprises and a very comfortable stay!,Alicia,2016-02-25,98%,t,"Asheville, NC, United States",28803.0,35.57189,-82.54901,99.0,Private room,2,$95.00
1345,27903380,Glamping on the Mountain,"This canvas tent is 10 by 12 feet with an additional 8 foot covered deck.  You will have a queen mattress to sleep on, access to water, and a fire pit.",Sara,2012-12-26,97%,f,"Asheville, NC, United States",28803.0,35.53263,-82.49118,99.0,Entire home/apt,2,$67.00
1346,27903998,The Nomad Pad ::Less than 10 minutes to downtown::,"The basement living space includes a private room with a brand new king size upscale memory foam mattress, private bathroom, huge private living room, and a separate entrance and driveway for our guests. The guest driveway has plenty of space and parking for up to two large vehicles.  The entire living space plus bedroom is roughly 1,000 square feet. The living space included in this property offers two comfortable couches (one of which is a recliner), and multiple unique chairs to relax in while enjoying a movie from our large collection of DVD's on the 55'' flat screen TV. Cable, Netflix, Hulu, and wifi are included.  Also in this living space is a cafe table with two bar chairs, which can be used to dine at if you choose to order take-out, or for a more relaxed eating experience there are TV tables also included for guests use.  Enjoy a cup of coffee from our modern coffee bar equipped with K-cups, coffee mugs, creamer, sugar, and a brand new Keurig. Also, there is a mini fridge, ut",Cameron And Morgan,2016-03-18,100%,f,"Asheville, NC, United States",28803.0,35.55605,-82.48598,99.0,Entire home/apt,2,$130.00
1347,27906707,Charming Asheville Basement Apartment,"This space offers a spacious living room/bedroom combo that sleeps up to four guest. There is a full size bed along with a full size futon if needed. Linens , towels, and washcloths are provided. There is one full bathroom that includes a large shower. Kitchenette includes a microwave, coffee pot, and refrigerator. We have provided plates, bowls, cups, and utensils. Washer and dryer are available for use. Cable and wifi are also available.",Devon,2018-04-08,100%,f,"Asheville, NC, United States",28803.0,35.54916,-82.51146,98.0,Entire home/apt,4,$96.00
1348,27927441,Green Retreat,"All the amenities and functionality of any fine home are yours. Vaulted ceilings, large picture windows in dining room with views in the wooded landscape. Gas fireplace to enjoy in the cooler months of the year. Washer and dryer available conveniently located on the same living level.",Tom,2015-05-05,100%,t,"Asheville, NC, United States",28805.0,35.62225,-82.47752,100.0,Private room,2,$85.00
1349,27931927,A Jaunt to Biltmore Village from a Forest Retreat,"The home was built using certified Green Building techniques and offers guests their own private access to the lower level suite. The space includes a private bedroom, living area, and breakfast nook. Locally roasted coffee is provided along with a TV (with Netflix), microwave, and refrigerator.",Mick,2016-03-10,100%,f,"Asheville, NC, United States",28803.0,35.56716,-82.51933000000001,99.0,Entire home/apt,2,$80.00
1350,27933308,Beaver Lake Apartment~6 miles from downtown!!,Walk out basement guest suite and patio with swing!,Kim,2015-11-02,98%,f,"Asheville, NC, United States",28804.0,35.63369,-82.57096,100.0,Entire home/apt,2,$80.00
1351,27933446,Monthly downtown condo w/ dedicated parking spot,"Featuring bamboo floors, granite countertops, natural light, fully furnished modern decor, a full kitchen (complete with coffee maker, blender and toaster oven), new bedroom and bathroom linens, TWO brand new flat-screen TVs, a DVD player, and an in-unit washer/dryer, experience your private living space near the Western Carolina mountains.  The futon converts into a full-sized bed for additional guests. Relax, and enjoy yourself in your own little sanctuary with all the comforts of home. We hope you enjoy your stay with us and enjoy Asheville!",Eva,2018-04-22,100%,f,"Asheville, NC, United States",28801.0,35.59884,-82.55569,100.0,Entire home/apt,3,$74.00
1352,27977831,Cozy Couple’s Getaway - Montford,,Julee,2014-03-20,100%,f,"Asheville, NC, United States",28801.0,35.60394,-82.57233000000001,99.0,Entire home/apt,2,$96.00
1353,27978847,Mountain Oaks Cabin,"After a long day of adventure, soak away your worries in the master bath's jetted tub! Don't forget your furry friend Fido, Mountain Oaks Cabin is pet-friendly! This vacation rental is located in East Asheville and is approximately 18 minutes to downtown Asheville. • 2-Story Home • 3 Bedrooms: 1 King Bed and 3 Queen Beds • 2 Full Baths, 1 Half Bath • Main Level: Bedroom One - 1 King Bed, attached Full Bath with Jetted Tub; Half Bath in hallway • Upper Level: Bedroom Two - 2 Queen Beds; Bedroom Three - 1 Queen Bed; Full Bath in hallway Important Property Notes: • This property is pet friendly with restrictions, allowing one dog weighing 50 lbs. or less, or two dogs with a combined weight of 50 lbs. or less. • Noise Ordinance - Mountain Oaks Cabin is located in a quiet neighborhood, and is ideal for families who want to be close to town in a residential setting. This home is under a noise ordinance between 10 p.m. and 8 a.m. and has a very low noise tolerance. It is not suitable for grou",Red Awning,2018-03-02,100%,f,"Asheville, NC, United States",28805.0,35.635709999999996,-82.46891,,Entire home/apt,8,$514.00
1354,27978872,Busbee Cabin,"This vacation rental is located in Asheville and is approximately 12 minutes driving distance to downtown. • One-Story Cabin • 3 Bedrooms: 2 King Beds, 2 Twin Beds • 2 Full Baths • Main Level: Bedroom One (Master) - 1 King Bed, attached Full Bath; Bedroom Two - 1 King Bed; Bedroom Three - 2 Twin Beds; Shared Full Bath How Carolina Mornings is Keeping You Safer: • We wait 72-hours between reservations to keep you safer. We put people ahead of profits! • We use cleaning supplies in accordance with EPA and CDC guidelines. • We screen all on-site team members daily. • We use face coverings and gloves that are recommended without taking medical-grade supplies away from the heroes who need them. • We offer ""Virtual Check-In"" for every property so you can skip the trip to our office. • We have highly trained on-staff cleaners who take every precaution to protect you and your family. • Our founder and CEO has a master's degree in Public Health as well as a nursing degree, so these standards ar",Red Awning,2018-03-02,100%,f,"Asheville, NC, United States",28803.0,35.53832,-82.49203,,Entire home/apt,6,$416.00
1355,28001246,Prime S. Asheville Loc. - Hiker/Mtn. Biker Haven!,The attached garage has a free weight gym available for use and storage for mountain or road bikes. A garden hose around the corner is available for cleaning muddy mountain bikes.,Allison,2014-09-12,89%,t,"Arden, NC, United States",28704.0,35.466429999999995,-82.5746,99.0,Private room,2,$61.00
1356,28001503,Tranquil Home close to Downtown & West Asheville,"This private house with keyless entry is located on a quiet, no outlet road. 15 minutes to downtown and 8 minutes to West Asheville. Covered parking for one vehicle in the carport. A second vehicle can be parked behind the first vehicle but not blocking the driveway. The house is fully furnished, including a fully equipped kitchen with a full fridge, microwave, four-burner stove & oven, a coffee maker & a toaster. Basic amenities provided include: fresh towels/linens, shower gel, shampoo and hair conditioner & complimentary coffee and tea.",Kristina,2017-07-25,89%,f,"Asheville, NC, United States",28806.0,35.57085,-82.64506,99.0,Entire home/apt,4,$150.00
1357,28002475,Barger Bungalow,,Laura,2018-08-24,100%,f,"Asheville, NC, United States",28803.0,35.53464,-82.48955,90.0,Entire home/apt,6,$141.00
1358,28022558,Exceptional 2BR + Loft Sleeping Area w/ Roof Deck,"* TurnKey photo-verifies this home is professionally cleaned with products approved by the EPA for use against COVID-19. Bookings at this home include a 24-hr buffer between guest stays through June 2020. * Welcome to your contemporary home-away-from-home in Asheville! This gorgeous and modern 2BR/2BA (+ 2 half bath) townhome is brand-new, sleek, and outfitted with some rare perks, like a private elevator and a fourth-floor roof deck (also entirely private!) with incredible views of downtown Asheville. There is an additional sleeping loft on the top floor with a queen-size bed. With four floors of living space, there’s more than enough room for your group of six. All of this is steps from South Slope, and less than a mile from downtown Asheville, the River Arts District, craft breweries, and the famed natural beauty of the Blue Ridge Mountains. ABOUT THE TOWNHOME As soon as you step inside this townhome, you’ll know you’ve found a special place! Modern finishes and rich hardwoods highl",TurnKey Vacation Rentals,2017-09-07,100%,f,"Asheville, NC, United States",28801.0,35.58752,-82.55403000000001,98.0,Entire home/apt,6,$244.00
1359,28042422,Mile North Urban Suite,"Sleeps 3 2 bedrooms [1Q, 1T] Full kitchen with coffee maker and toaster Full bath Second-story [stairs required to access] Front shared balcony with table/chairs 1 parking space included  Apartment is located above office space that is in use M-F approximately 9a-5p",Lindsay,2014-10-30,99%,f,"Asheville, NC, United States",28801.0,35.60901,-82.55462,98.0,Entire home/apt,3,$79.00
1360,28053434,The Snookstream~Glamping in the woods of Asheville,,Aaron,2015-07-09,98%,f,"Asheville, NC, United States",28805.0,35.6239,-82.48183,98.0,Entire home/apt,2,$63.00
1361,28072155,"Asheville, family of 6, playroom,deck, park,hiking","I have an extra cot with single air mattress, a double bed air mattress for the floor. Two bedrooms have queen beds in each. The third bedroom has a trundle bed (two single beds) So this would accomodate 2 families with 2 couples and no more than 4 children total.",Jeanne,2018-02-26,100%,f,"Asheville, NC, United States",28806.0,35.510040000000004,-82.61232,100.0,Entire home/apt,6,$195.00
1362,28097393,Carolina Roost,"or less. This Is a Pet-Friendly Property -- Please Read this Important Information! • There is a non-refundable pet fee of $85 for 1 dog or $125 for 2 dogs (plus taxes), with a maximum of 2 dogs allowed. • Failure to pay the pet fee may result in cancellation of your reservation. • The pet fee is required; undeclared pets are subject to a penalty fine per the rental agreement terms. • The pet policies for this vacation rental, which can be found on the last page of your rental agreement, should be reviewed PRIOR TO BOOKING. • Note that the pet fee will not be included in your total rental amount. Your payment is due directly to Carolina Mornings Vacation Rentals. Thanks! How Carolina Mornings is Keeping You Safer: • We wait 24-hours between reservations to keep you safer. We put people ahead of profits! • We use cleaning supplies in accordance with EPA and CDC guidelines. • We screen all on-site team members daily. • We use face coverings and gloves that are recommended without taking ",Red Awning,2018-03-02,100%,f,"Asheville, NC, United States",28803.0,35.55346,-82.47765,,Entire home/apt,6,$405.00
1363,28097447,Private King Studio with Hot Tub on Wooded Acre,"The suite is outfitted with a king Tuft & Needle mattress, white hypoallergenic bedding, 55"" 4K Roku TV, bluetooth sound bar, cable, Netflix, Spectrum cable - silver package (HD), leather sofa, hardwood floors, walk-in shower, coffee, tea, mini fridge, microwave, chargers, books, we've got you covered.",Annie & Thomas,2012-04-27,96%,f,"Asheville, NC, United States",28805.0,35.59724,-82.50556,99.0,Private room,2,$95.00
1364,28097580,Ellington Loft,"A noise level monitor is in use in the building. • Please note that parking is not included with this rental property. There are numerous on-street and off-street parking options in downtown Asheville which are well marked and close to the S&W building. • Due to the historic nature of the S&W building, the elevator is occasionally closed without warning for maintenance. Stairway access is always available to Ellington Loft, which is on the 4th floor. • In order to use paid services such as Netflix and Hulu Plus on the AppleTV, guests must provide their own subscription account. Additional content is available through several free services. AppleTV also features AirPlay, allowing guests to play content from other Apple devices (iPhone, iPod, or iPad) on the loft's large screen HDTV. How Carolina Mornings is Keeping You Safer: • We wait 24-hours between reservations to keep you safer. We put people ahead of profits! • We use cleaning supplies in accordance with EPA and CDC guidelines. • ",Red Awning,2018-03-02,100%,f,"Asheville, NC, United States",28814.0,35.5934,-82.55351999999999,,Entire home/apt,8,"$1,051.00"
1365,28097641,Bonnie's Cottage,". Close to the Blue Ridge Parkway and Downtown Asheville! Bonnie's Cottage is a newly renovated home with country charm, featuring heart pine hardwood floors, antique furnishings, and wooded surroundings. You'll appreciate the convenience of being able to cook your own meals in the Fully Equipped Kitchen and eat-in while on vacation. This comfortable cottage boasts a Smart TV and a spacious yard that's perfect for kids and dogs! Don't forget your furry friend Fido, Bonnie's Cottage is pet-friendly! This vacation rental is located in Asheville and is approximately 10 minutes driving distance to downtown. • 2-Story House • 3 Bedrooms: 1 King, 1 Queen, 2 Twins, plus a Sleeper Sofa • 2 Full Baths • Main Level: Bedroom One - 1 King Bed; Bedroom Two - 1 Queen Bed; shared Full Bath • Upper Level: Bedroom Three - 2 Twin Beds; Full Bath This Is a Pet-Friendly Property -- Please Read this Important Information! • There is a non-refundable pet fee of $85 for 1 dog or $125 for 2 dogs (plus taxes),",Red Awning,2018-03-02,100%,f,"Asheville, NC, United States",28803.0,35.55435,-82.48756999999999,,Entire home/apt,6,$315.00
1366,28098420,Sunny Garden Oasis Studio - walk to Downtown,"Surrounded by lush cottage-style gardens and framed by a backyard creek, our guesthouses offer a unique urban retreat experience. In this magical oasis, you will inhabit a private arboretum just 4 walkable blocks from the vibrant restaurants, shops, galleries, music venues, and street performers in downtown Asheville. Our listing is new to this site but we have years of shining, excellent reviews and testimonials from visitors, many who return year after year. The many folks who stay with us regularly comment on how wonderful and restorative it is to stay with us during their Asheville getaway. The studio is perfect for the minimalist solo traveler. It's about 250 square feet in a charming, updated, 1926-built house. The main room has lots of natural light streaming through south and west facing windows, a full-size/double bed, a sitting area with chairs and coffee table. The kitchenette is stocked with cooking and eating ware for the minimalist chef - everything you need for an easy m",Renn,2017-12-08,91%,f,"Asheville, NC, United States",28801.0,35.600120000000004,-82.55479,100.0,Entire home/apt,1,$101.00
1367,28109091,Something Blue - 2 Bedroom Close to Downtown,The open floor plan is great for enjoying your time here with friends and family. The covered outdoor patio space out back is also a great place to spend time and relax.,Michelle,2015-08-14,99%,f,"Asheville, NC, United States",28803.0,35.55619,-82.50265999999999,100.0,Entire home/apt,5,$175.00
1368,28118669,Home away from home!,,Sabrina,2018-01-09,,f,"Asheville, NC, United States",28805.0,35.5965,-82.50208,,Private room,2,$85.00
1369,28127559,"Elegant, Spacious Private Suite, 2mi from Downtown","“Absolutely charming! We felt right at home. Drew is a fabulous host, including special touches like dark chocolates and snacks... I can’t decide which I liked more - the house or the setting! The rental is decorated beautifully, the bed is super comfortable, and the gas fireplace adds a special touch... The location is great - a quiet neighborhood... Easy to get Downtown” - Kathleen Wheeler,  January 2020 Enjoy the changing seasons in front of our natural gas fireplace, or from the private deck This newly renovated private suite is beautifully furnished:  • Living area features matching granite fireplace and bar/ kitchenette, with a huge cozy red velvet couch. French doors overlook the private deck and sprawling backyard  • Digital theater area is very comfortable. Leather couch with retractable footrests, large flatscreen, surround sound system, DVD/ Blu-ray player and basic cable provided • Bedroom has French doors overlooking deck, private door to bathroom and walk-through closet. ",Drew,2018-08-29,94%,f,"Asheville, NC, United States",28805.0,35.5859,-82.53803,100.0,Entire home/apt,4,$150.00
1370,28147531,Country Meadows,,Teresa,2018-08-30,,f,"Asheville, NC, United States",28806.0,35.5376,-82.62477,,Private room,1,$50.00
1371,28148160,Charming Arts & Crafts~ Heart of West Asheville,"We have Five Element Acupuncture sessions available by appointment in the first floor treatment room.  The Lighthouse is also available for special retreats and classes, so feel free to message us with your ideas. And lastly, if you find yourself in town on the 1st Sunday of the month, The Lighthouse hosts a monthly Activist Bonfire and you are welcome to join.",Merina,2018-08-30,100%,t,"Asheville, NC, United States",28806.0,35.57628,-82.58564,98.0,Private room,2,$75.00
1372,28149961,"Private Home w/Hot Tub, 13 Miles to Dtwn Asheville","Master Bedroom: King Bed | Bedroom 2: Queen Bed | Bedroom 3: XL Twin-over-Queen Bunk Bed | Bedroom 4: King Bed | Living Room: Full Sleeper Sofa | Den: Full Sleeper Sofa | Additional Sleeping: Queen Air Mattress (with 4"" foam topper), Pack-n-Play  Park your car in the 2-car garage and step inside this 2,650-square-foot home. You'll immediately fall in love with the interior's stone and copper accents, as well as the tremendous wooded views found throughout.  Take a seat on the plush furnishings in the upstairs living area and tell the (Hidden by Airbnb) Home to play music by your favorite artist. The living room also offers a flat-screen Smart TV for all of your entertainment needs. The free wireless internet access allows you to plan out your itinerary, or ask the (Hidden by Airbnb) Home to tell you fun things to do in the area!  While you relax in the living room, your designated chef can whip up a 5-star feast in the fully equipped kitchen. With new granite countertops and stainless ",Evolve,2017-09-20,99%,f,"Arden, NC, United States",28704.0,35.47417,-82.50299,100.0,Entire home/apt,15,$576.00
1373,28156491,2 Cranes Getaway,"The space I have listed is most of the lower level of my house- a recently renovated bedroom suite with new everything and a private entrance from the driveway. There is one queen bed with a comfortable mattress, a cool chair in the small sitting area, and a 42-in smart TV on the wall available for your app sign-in. There is a skinny counter-height work table for laptops, a mini-fridge and coffee pot provided. Many of the outlets have USB ports for cell phone charging. There is a cute patio carved out of the driveway for added privacy from the street, fresh air, and smokers' needs (no smoking inside, please). The driveway is all yours when you book this space- 1 car, 2 if one of them is a compact. The bathroom is 7x 7, and the corner shower is on the smaller side (33-in x 33-in) due to that fact, but I've only had one guest mention it (that's why this note is here :) The tile floor in the bathroom is heated, which feels great!",Dan,2012-06-09,77%,f,"Asheville, NC, United States",28803.0,35.579809999999995,-82.5497,100.0,Private room,2,$80.00
1374,28160806,"Bookish Blue Bungalow *Outdoor Space Gem, Central*","Warm days and nights are perfect for outdoor spaces! We have rocking chairs overlooking the perennial garden, a screened-in room for intimate conversations and a back deck perfect for a summer BBQ!  The Bookish Blue Bungalow has two private suites on the second floor and a daybed in the sunroom of one of the suites.  We are fully equipped to host families, with plenty of indoor and outdoor space and specific amenities (pack n play, high chair, crib, baby gates).  We can't really say which is the bigger gem of the house - the indoor or outdoor space.  Imagine yourself like a typical Southerner, rocking on the big wide porch as dusk settles and the lightning bugs emerge. Explore the back (or front) perennial gardens to spot different herbs and other flora. Settle into the extensive library to storybook your way through the day or soak in the rays while napping in our downstairs sunroom.  The Feminist Queen Suite:  Get lulled to sleep knowing that Maya, Toni, and Frida are inspiring your ",Meghan,2010-09-24,100%,t,"Asheville, NC, United States",28804.0,35.61356,-82.55128,99.0,Entire home/apt,5,$375.00
1375,28172948,The Mag House,"Only a short walk to downtown ( no Ubers/Lyfts necessary if you're open to about a 10 minute walk). You have keyless access to the house. Bedroom is clean and includes speaker, projector that connects to a laptop, and newly renovated bathroom.",Spenser,2014-07-07,100%,t,"Asheville, NC, United States",28801.0,35.60423,-82.55812,99.0,Private room,2,$100.00
